id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
816940,Old South Lovely Garden Apartment,4290554,Joyce,,Zuid,52.35323,4.85421,Entire home/apt,165,6,63,2022-11-28,0.54,1,11,2,03632A9BE56A736890D1
528022,Somewhere Else,2594559,Els,,Westerpark,52.39114,4.88846,Private room,100,2,248,2022-11-28,3.30,1,212,37,0363 9289 A94D 5C21 A579
538723,Beautiful ground floor apartment,356740,Dimphy,,Watergraafsmeer,52.354,4.93965,Entire home/apt,140,5,57,2020-01-01,0.45,1,0,0,0363 D990 F92F DECF 88D4
549310,Family Apartment with Garden,2699033,Barbara,,De Baarsjes - Oud-West,52.37126,4.86241,Entire home/apt,200,2,54,2022-08-10,0.60,1,7,7,0363 35CD 76C9 04D4 1A21
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,,Westerpark,52.38444,4.86916,Entire home/apt,80,2,162,2020-02-16,1.34,1,1,0,0363 AD82 ADCF 17F3 C3EA
2818,Quiet Garden View Room & Super Fast Wi-Fi,3159,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room,59,3,314,2022-11-06,1.88,1,27,29,0363 5F3A 5684 6750 D14D
20168,Studio with private bathroom in the centre 1,59484,Alexander,,Centrum-Oost,52.36407,4.89393,Private room,106,1,339,2020-04-09,2.18,2,0,0,0363 CBB3 2C10 0C2A 1E29
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,,Centrum-West,52.38761,4.89188,Private room,140,2,243,2022-11-27,1.83,1,40,17,0363 974D 4986 7411 88D8
28871,Comfortable double room,124245,Edwin,,Centrum-West,52.36775,4.89092,Private room,75,2,454,2022-11-20,3.03,2,91,84,0363 607B EA74 0BD8 2F6F
29051,Comfortable single room,124245,Edwin,,Centrum-Oost,52.36584,4.89111,Private room,55,2,602,2022-11-18,4.22,2,142,82,0363 607B EA74 0BD8 2F6F
556829,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,125,3,27,2022-08-29,0.22,2,0,7,0363 957A 9061 D805 A3EC
44391,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,,Centrum-Oost,52.37168,4.91471,Entire home/apt,240,3,44,2022-08-20,0.30,1,0,3,0363 E76E F06A C1DD 172C
818085,La Vie En Rose B&B Amsterdam Centrum Suite 2,3788898,Christa & Yvon,,Centrum-West,52.3767,4.8919,Private room,166,2,349,2022-12-04,3.31,1,77,67,0363 39AE 18EC 3980 3A24
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,,Centrum-West,52.38028,4.89089,Entire home/apt,260,3,451,2022-11-22,3.06,1,175,59,0363 576A D827 5085 6B83
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.36811,4.88262,Private room,127,2,363,2022-11-13,2.50,1,211,50,0363 22DC 0E52 B70B 0FB8
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.35597,4.88512,Entire home/apt,149,3,95,2020-01-03,0.65,1,31,0,0363 B5A3 5F63 B032 A320
818881,CANAL  APTM. WITH GARDEN IN CENTRE,4297337,Liesbeth,,Centrum-Oost,52.36123,4.89619,Entire home/apt,122,6,15,2022-08-20,0.14,1,134,2,0363 C043 2638 E06E 6A9B
62015,"Charming, beautifully & sunny place",301340,Jessica,,Oud-Oost,52.36431,4.93122,Entire home/apt,120,2,36,2021-11-14,0.25,1,0,0,0363 B090 499C D757 7F4F
568446,Pretty apt in the center of A'dam,2797260,Noriko,,Centrum-Oost,52.37079,4.90153,Entire home/apt,150,2,109,2022-08-04,0.87,1,0,5,0363 2BD0 289D BF51 4A09
834233,"B&B Mondriaan, bright and modern studio",4364462,Margot,,Centrum-Oost,52.37272,4.90418,Private room,128,3,323,2022-11-18,2.67,1,69,23,0363 02A6 5C3D 72B4 EBA2
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,,Centrum-West,52.37828,4.8944,Private room,113,3,238,2022-11-26,1.67,4,14,10,0363 4108 6EC3 C2FF 2493
835627,Occasional availability Centre Apt,3054367,Dorine,,Centrum-Oost,52.36899,4.91607,Entire home/apt,180,4,17,2022-11-16,0.14,1,24,2,0363 7FFF 9AB4 C585 EADB
82482,The Backroom - Central private appt,186729,Shawna,,Centrum-West,52.36968,4.88122,Entire home/apt,119,2,958,2022-11-01,6.86,1,224,64,0363 4ADE 41D8 0E67 1563
91535,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,170,1,106,2022-10-30,0.77,1,15,56,0363 74BA 2074 E0CF 1CB8
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.34801,4.83639,Private room,61,2,256,2022-11-21,1.84,2,288,50,0363 BCBA 6311 3268 DC8C
570753,Southern Comfort near Vondelpark,2439449,Henriette,,Zuid,52.34904,4.86765,Private room,75,4,379,2022-09-13,3.01,1,151,10,0363 7215 8083 16CB E805
137026,Entire house with garden in De Pijp,670266,Ton & Fede,,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,265,2,101,2022-08-21,0.76,1,24,4,0363 67D6 8568 BA8A F738
847093,Lovely apartment @Vondelpark for families,4663170,Brenda,,De Baarsjes - Oud-West,52.3607,4.85991,Entire home/apt,150,4,51,2022-08-14,0.43,1,11,5,0363 F80D 830C 99F0 23E3
155548,Apartment 2 minutes from Centrum!,748161,Maria,,Oud-Oost,52.3642,4.92829,Entire home/apt,200,3,21,2019-08-20,0.15,1,0,0,0363 A562 4D7E 4A91 60DF
851044,HOUSEBOAT NOVA 80m2 + FREE BIKES,4443833,Nova Team,,Zuid,52.34025,4.8466,Entire home/apt,148,1,854,2022-11-22,7.07,2,120,99,0363 B559 3E8F 0F72 1573
162467,Modern app. with brand new design bathroom,776296,Nicole,,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,145,3,63,2022-07-20,0.52,1,253,3,0363 C6C3 A2DC 89AC B72B
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,,Centrum-West,52.37956,4.89359,Private room,111,3,277,2022-11-22,2.03,4,19,9,0363 4108 6EC3 C2FF 2493
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Niccolo,,Centrum-West,52.38104,4.88306,Entire home/apt,195,8,26,2022-04-03,0.19,1,116,2,0363 A281 5E35 1EED A8D9
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,120,3,103,2018-11-28,0.74,1,0,0,0363 BDF7 C0EC 9B88 DECA
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,380,21,32,2022-10-14,0.23,2,265,3,0363 1C26 67B4 C610 1758
575603,Loft right in the city centre,2830952,Henning,,Centrum-Oost,52.36112,4.89462,Entire home/apt,245,5,19,2022-10-24,0.19,2,7,2,0363 6703 A9A1 6C28 ECD5
579851,Private Studio on Spectacular Houseboat,2851886,Sonja,,Westerpark,52.39144,4.88436,Private room,149,2,533,2022-11-14,4.31,1,46,50,0363 74BB 1569 D1B7 ADBE
853645,Perfect location bright cosy appt!,4398387,Joyce,,De Pijp - Rivierenbuurt,52.35327,4.88703,Entire home/apt,800,30,70,2018-04-07,0.58,1,0,0,0363 ADD7 618B A8B0 4965
188347,Clean & Cozy room in The Baarsjes,907405,Yahav,,De Baarsjes - Oud-West,52.3683,4.85446,Private room,60,1,384,2022-09-20,2.79,2,0,15,0363 7C68 38F7 176D 8CDF
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,,Centrum-West,52.37548,4.89398,Entire home/apt,220,2,272,2022-12-04,1.99,1,50,66,0363 08BD B22D FCC2 5F83
854328,Lovely top 2 floors. Canal view. 3 bedr. 2 bathr.,1347048,Family Of 5,,De Baarsjes - Oud-West,52.37262,4.87342,Entire home/apt,350,7,359,2022-11-27,3.05,2,64,24,0363 24EA E258 2D93 D630
213371,Spacious apartment in De Pijp (note: with cat)!,1100324,Hendrik,,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire home/apt,200,14,22,2019-09-02,0.16,1,20,0,0363 F88F 4B47 6E9B 225B
862411,Fancy apartment heart of Amsterdam,4520552,Simone,,Centrum-West,52.38139,4.88541,Entire home/apt,180,93,80,2021-06-01,0.67,1,234,0,0363 2A3E E12A B662 839B
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum-West,52.37169,4.89446,Private room,115,3,175,2022-06-26,1.30,1,0,6,0363 1939 7BED DDCD 0353
219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36883,4.88749,Private room,300,2,17,2022-10-23,0.13,1,0,5,0363 1179 146A FBDB 79FC
582028,Quiet large park side apartment for 2 adults 1 kid,2865851,Oliver,,Slotervaart,52.36022,4.84346,Entire home/apt,163,5,11,2022-06-17,0.10,1,206,1,0363 6AE3 C6BD AA79 AB13
865328,Sunny apartment Amsterdam Zuid behind Museumsquare,4543444,Trinette,,Zuid,52.35584,4.87401,Private room,150,3,164,2022-11-22,1.98,1,151,46,0363 4DBF 436A 6C12 7276
222516,Cosy apartment in A'dam West. Tasteful & quiet.,1155595,Alex,,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,119,3,139,2022-09-05,1.03,1,0,4,0363 6ADC 900E 6878 AC7C
874076,The Weavery Boutique Bed&Breakfast2,4614541,Driss And Bettina,,Centrum-Oost,52.361362,4.890488,Private room,168,2,65,2022-11-27,0.84,2,219,14,0363 3293 F67E 2ECB 51E9
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,,Centrum-West,52.36815,4.88604,Entire home/apt,439,2,161,2022-10-09,1.25,1,264,31,0363 E3FA A6F6 2112 7636
247805,"Bellavista, central,with canal view",1298735,Carolien,,De Baarsjes - Oud-West,52.36707,4.87348,Private room,132,2,383,2022-11-23,2.85,1,215,36,0363 157A 14AF 5451 77C3
874340,The Room Upstairs - Free parking,4615590,Marta,,Noord-West,52.42379,4.88851,Private room,103,2,333,2022-11-13,2.85,3,323,3,0363 1B8D 28E4 12E2 AC80
252080,Amazing apartment historical centre,1322517,Evan,,Centrum-Oost,52.36936,4.90963,Entire home/apt,350,4,14,2022-10-18,0.11,1,80,3,0363 4B98 6C27 7CA6 62B9
582382,Amsterdam Family Home,2868026,Emer,,Oud-Noord,52.39442,4.91478,Entire home/apt,170,5,20,2019-12-27,0.16,1,0,0,0363 DAA7 B561 AC39 BB65
254800,Amazing apartment in city center,1337537,Diederik,,Centrum-West,52.37122,4.88211,Entire home/apt,475,2,63,2022-10-14,0.54,1,0,8,0363 7E3F 1742 B05C 9E62
874688,5 BR apartment / Quiet / Garden,4585922,Alan,,Oud-Oost,52.35894,4.91171,Entire home/apt,359,4,32,2022-08-17,0.28,1,51,4,0363 7FD9 A20B AF5B 0687
255809,stylish apartment free car parking and 2 bikes,1344947,Flo&André,,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,164,2,149,2022-11-30,1.15,1,144,43,0363 A842 020A 9193 B416
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.35695,4.85234,Private room,88,3,113,2019-10-07,0.87,1,0,0,0363 B86D 98DE 3A24 8790
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,,Centrum-Oost,52.36918,4.91316,Entire home/apt,326,3,241,2022-11-21,2.53,3,183,49,Exempt
877702,The Weavery Boutique Bed&Breakfast1,4614541,Driss And Bettina,,Centrum-Oost,52.36049,4.88982,Private room,211,2,61,2022-11-18,0.53,2,236,17,0363 3293 F67E 2ECB 51E9
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.37977,4.85574,Entire home/apt,146,3,43,2019-08-10,0.32,1,5,0,0363 04FA C38F 7362 8C6D
274706,Beautiful central & quiet apartment,1436134,Veronica,,Centrum-West,52.36563,4.88454,Entire home/apt,300,3,40,2022-10-12,0.31,1,6,5,0363 F472 5456 72A2 0AD1
879986,Spacious room with private bathroom,3332206,Stef,,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,109,5,552,2022-11-10,4.61,1,309,29,0363 57FA D88E 630A 3AC0
283170,5-bedrooms house; central location,1451657,Marco,,Zuid,52.35435,4.87316,Entire home/apt,986,2,117,2022-08-06,0.90,1,270,7,0363 0240 34A0 48C3 6D81
590236,Our Cozy Third floor Home,2912339,Kelli,,De Baarsjes - Oud-West,52.36809,4.85436,Entire home/apt,140,4,46,2022-11-06,0.37,1,51,6,0363 058A D932 3063 B1F7
286500,"Centre, canal view with private bathroom",1491565,David,,Centrum-West,52.37561,4.9,Private room,143,3,340,2022-11-20,2.58,2,244,38,0363 DF01 FBC0 496B 9730
290701,"Central, big window, rear room with private bath.",1491565,David,,Centrum-West,52.37561,4.9,Private room,146,3,399,2022-11-29,3.04,2,249,47,0363 DF01 FBC0 496B 9730
884329,"Bed & Boat, apartment on houseboat. Free Parking.",4684314,Frans,,De Aker - Nieuw Sloten,52.343079,4.788886,Private room,139,2,488,2022-11-26,4.08,1,299,39,0363 468F 67C1 8D65 D7C3
291752,Cozy & large bohemian style room,1511330,Ton,,Oud-Oost,52.35179,4.91082,Private room,125,3,227,2022-11-30,1.71,1,312,18,0363 6ACC BA1B 12A9 60C1
886192,Luxurious and spacious mobile home,4698057,Bjorn,,Noord-Oost,52.38462,5.01234,Entire home/apt,115,3,49,2022-09-25,0.47,1,221,9,Exempt
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,,Centrum-West,52.37239,4.89657,Private room,139,2,209,2022-11-11,1.60,1,242,66,0363 6C40 7413 ADD3 9AF8
304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,,Oud-Oost,52.3623,4.92028,Entire home/apt,88,3,52,2020-03-07,0.40,1,0,0,0363AF9644094CEBCE6B
306852,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,,Centrum-Oost,52.35931,4.89844,Entire home/apt,200,4,31,2022-05-30,0.25,3,0,4,0363 33C3 B936 3911 FC42
590681,Beautiful large family garden house Vondelpark,2914846,Lotte,,Zuid,52.34788,4.8506,Entire home/apt,380,2,19,2022-10-30,0.15,1,7,5,0363 9A2B 5A8C 1B13 AF1B
890288,Lux 2-bed aprt + 2 bath + 2 terrace,4724613,Cindy,,Zuid,52.35637,4.85373,Entire home/apt,335,2,44,2022-05-11,0.37,1,61,5,0363 BA28 A2B7 9DE1 64EC
307497,Historical sailing ship Amsterdam,176944339,Dion,,Westerpark,52.39185,4.8869,Entire home/apt,1002,2,105,2022-11-01,0.84,2,173,6,Exempt
307621,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,,Centrum-Oost,52.35871,4.89616,Entire home/apt,125,3,2,2015-10-24,0.02,3,0,0,0363 33C3 B936 3911 FC42
890355,Apartment near city centre + canals,4579810,Zehra,,Westerpark,52.38875,4.87835,Entire home/apt,144,5,33,2020-02-09,0.41,2,0,0,0363 F901 082C 232C 9663
895684,Houseboat in central Amsterdam,4773348,Joep,,Westerpark,52.37342,4.8693,Entire home/apt,300,3,33,2022-08-07,0.28,1,297,9,0363 E61B 3003 C87D CB51
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,3007402,Diewert,,Westerpark,52.37621,4.87075,Private room,108,1,394,2022-12-03,3.31,1,323,86,0363 48AF 9151 13B6 2543
901789,Trendy apartment in Oud-West,4817958,Bastian,,De Baarsjes - Oud-West,52.36997595854369,4.856519718051397,Entire home/apt,160,3,87,2022-10-25,0.74,1,53,5,0363 9D12 9F5C 81B9 A170
906446,A cosy Bed and Breakfast in A'dam.,488009,Vivian,,Buitenveldert - Zuidas,52.33229,4.87431,Private room,69,2,356,2022-10-23,3.04,2,341,30,0363 707F 46F6 0246 4CB8
916096,Big central Jordaan apt + rooftop!,4917532,Nathalie,,Centrum-West,52.379,4.87909,Entire home/apt,210,5,68,2022-08-24,0.58,1,21,8,0363 D466 71D0 8A68 72BF
916850,"Urban Villa, bright and spacious!",4922720,Angela,,Noord-West,52.40666,4.90344,Entire home/apt,245,2,59,2022-07-18,0.51,1,256,1,0363 1C76 8FC3 C081 5083
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,,Centrum-Oost,52.35972,4.8975,Private room,95,3,35,2020-07-28,0.33,3,0,0,0363 33C3 B936 3911 FC42
919131,Spacious family house in city centre,4937229,Guido,,Zuid,52.35864,4.87632,Entire home/apt,413,4,61,2022-07-27,0.51,1,1,4,0363 9FC6 9FBA 5DA9 B7CC
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,,Centrum-West,52.37104,4.87713,Entire home/apt,350,5,86,2022-09-15,0.67,1,352,3,0363 59D8 7D30 6CFA DC81
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,,Centrum-West,52.381996,4.888583,Private room,98,1,759,2022-12-04,6.05,2,33,99,0363 AACD 8155 9F76 50DA
920560,The Guestroom in Amsterdam,4947559,Marit & Victor,,Watergraafsmeer,52.35448,4.93366,Entire home/apt,100,2,142,2022-12-03,1.61,1,263,34,Exempt
931270,Houseboat: Our little paradise in Amsterdam,4281750,Karin,,Zuid,52.3395,4.84898,Entire home/apt,149,2,341,2022-10-31,2.97,1,183,39,0363A311D909DCACEFF9
327285,beautiful designed ap.+bikes+garden,1672823,Ester,,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,221,2,542,2022-12-01,4.15,2,57,7,0363 8A88 B129 62B5 BD4E
932227,Spacious & central appt + private roof terrace!,5022352,Lotte,,De Baarsjes - Oud-West,52.3709,4.85301,Entire home/apt,199,3,84,2022-11-14,0.71,1,20,8,0363 0BAE 452F 8EF6 A797
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,,De Baarsjes - Oud-West,52.3606,4.85739,Entire home/apt,220,2,27,2019-07-21,0.24,1,0,0,0363 A942 21DC C431 1AD1
613088,Your own cottage in the countryside,3040748,Henk,,Noord-Oost,52.41016,4.96369,Private room,87,2,405,2022-10-24,3.24,10,314,28,0363 C2FC D0FB 68D9 2F58
613110,"All u need, nice place in amsterdam",3040855,Michael,,IJburg - Zeeburgereiland,52.36368,4.9794,Private room,87,1,292,2022-10-30,2.33,1,239,13,0363680E27996E5AC8C6
933523,Ecoluxe accommodation 'The Green Tunnel',5033331,Dianne,,IJburg - Zeeburgereiland,52.356197,4.991435,Private room,139,3,70,2022-11-29,0.67,1,63,32,0363 3DAD 7A1B DD57 EB0F
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,,Oud-Oost,52.35715,4.90926,Private room,95,3,445,2022-11-20,3.45,1,146,45,0363 FC71 F7DB 3AB4 3C42
934060,"LOTUS, Classic Dutch Saling Barge",5037506,Olaf,,Oud-Noord,52.4016,4.89785,Private room,636,2,135,2022-11-27,1.16,2,115,6,Exempt
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,,IJburg - Zeeburgereiland,52.36129,4.98845,Entire home/apt,395,7,4,2022-08-15,0.04,1,198,1,0363 6334 AD6B 47DF B32A
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,,De Baarsjes - Oud-West,52.36348,4.87648,Entire home/apt,245,2,119,2022-11-06,0.92,1,12,23,0363 799F 0610 C059 F9F4
623123,Beautiful and spacious apartment with big rooftop,2695123,Janne,,De Baarsjes - Oud-West,52.36247,4.86534,Entire home/apt,450,3,25,2022-08-28,0.20,1,0,5,0363 C125 F449 C407 9F89
366438,Amsterdam@ city centre & canal view,1849988,Nicolet,,Centrum-Oost,52.36738,4.89671,Private room,155,2,459,2022-11-06,3.54,1,127,38,0363 BD40 0F80 50E7 8478
937635,The A'dam experience! Spacious Loft,5062046,Leontine,,De Baarsjes - Oud-West,52.3624,4.86575,Entire home/apt,195,3,80,2022-08-22,0.68,1,33,9,0363 38EF C17C 79C9 4D19
367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,,Centrum-Oost,52.36263,4.90216,Entire home/apt,182,5,15,2022-10-18,0.17,1,67,4,0363 1761 5C93 2C93 93FE
946142,Cozy apartment near lively neighborhood Jordaan,5102632,Madelinde,,Westerpark,52.37991,4.87414,Private room,105,3,392,2022-10-18,3.33,1,189,29,0363 3B2D EEFC CA3A 3C74
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,169,5,75,2022-09-11,0.58,1,0,4,0363 7096 B559 45DB 421C
379885,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,,De Pijp - Rivierenbuurt,52.35465,4.9061,Private room,232,3,90,2022-11-04,0.70,1,345,8,0363 3FE4 07B5 85AA 55F8
402353,Comfortable design apartment with roof terrace,2008330,Lidy,,Watergraafsmeer,52.35338,4.93407,Private room,138,2,246,2022-11-29,1.94,1,53,38,0363 12D8 9BB2 949E 3227
947437,"Boutique room style ,room in quiet neighborhood",5134833,Andre,,Osdorp,52.35595,4.79661,Private room,85,2,223,2022-11-27,1.98,2,225,39,0363 8300 75DC 8AD2 186A
414865,"Charming house, perfect for two!",2063261,Miranda,,Zuid,52.35043,4.84676,Entire home/apt,110,4,8,2022-05-15,0.09,1,21,1,0363 DC39 26C1 3541 47BF
627188,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,,Centrum-West,52.381996,4.888583,Private room,96,1,502,2022-12-02,3.99,2,29,88,0363 AACD 8155 9F76 50DA
951483,"Great house,Perfect place, S-Garden",5162447,Roland,,Watergraafsmeer,52.35149,4.92265,Entire home/apt,140,3,51,2022-08-20,0.43,1,116,8,0363 FD39 9647 61F5 72C2
627213,"Houseboat near museums, the Pijp, two lovely cats",3113556,Ingmar,,Zuid,52.35094,4.88552,Entire home/apt,100,7,14,2018-06-21,0.11,1,0,0,0363 DDEB 4C21 A90A B9DD
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire home/apt,145,2,77,2022-08-20,0.60,1,11,6,0363 09A6 8FFA 6EC4 805F
432233,Beautiful apartment @ true center,2144360,Feiko,,Centrum-Oost,52.3609619140625,4.88822603225708,Entire home/apt,250,5,27,2022-09-25,0.21,1,0,3,0363 DA8F B298 31AF FE9B
954629,"Stylish, clean studio, high service",5183517,Simone,,Bijlmer-Centrum,52.32019,4.95501,Private room,72,3,45,2022-12-02,0.47,2,78,40,0363 7AA6 5489 C8E4 39CE
438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.36116,4.86608,Private room,116,4,228,2022-11-19,1.83,2,6,14,03632826293CAE5B9570
634170,"'Westerpark Sanctuary', Office-Apt. across W-Park.",3078488,Carolina,,Westerpark,52.38388,4.86562,Entire home/apt,109,14,148,2022-06-30,1.19,1,137,2,Exempt
954633,Private studio 25m2 for two near A'dam Arena,5183517,Simone,,Bijlmer-Centrum,52.32019,4.95501,Private room,78,3,132,2022-11-21,1.26,2,172,28,0363 7AA6 5489 C8E4 39CE
653459,"VeryBig luxurious family house A""dam own parking",1634910,Derk,,Buitenveldert - Zuidas,52.32237,4.86024,Entire home/apt,240,6,18,2022-07-31,0.28,1,65,2,
654931,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,,Centrum-West,52.37167,4.8948,Hotel room,120,1,784,2022-12-03,6.30,2,106,86,0363 4587 2DC3 051C 3FCA
440992,Charming houseboat near Olympic St.,2191136,Jan,,Zuid,52.341621,4.849049,Entire home/apt,200,3,120,2022-06-28,0.94,1,5,9,0363 6532 4C0A A235 9114
441424,Family house in centre of Amsterdam,2193861,Marco,,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,150,3,39,2022-08-20,0.31,1,2,5,0363B9396B464F7B165A
445660,cosy room with private entrance,2202945,Heleen,,De Baarsjes - Oud-West,52.37001,4.85646,Private room,80,2,467,2022-11-27,3.63,1,202,57,0363 1D15 382F 70B9 6319
655216,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,,Centrum-West,52.37098,4.89434,Hotel room,119,1,682,2022-11-26,5.50,2,98,85,0363 4587 2DC3 051C 3FCA
963328,"All private, city center, art @home-2",538659,Wendie,,Centrum-West,52.36561,4.88492,Private room,109,3,434,2022-10-30,3.71,1,36,59,0363 6E21 00C6 27D0 F3A8
658063,"Superior, 100m2",3317069,Marfi,,De Baarsjes - Oud-West,52.36188,4.87694,Private room,110,3,117,2022-05-27,0.97,1,83,6,ABCD 1234 AB12 89EF A0F9
660856,Large 4 floor art-filled family-friendly townhouse,3336575,Maaike,,Watergraafsmeer,52.3551,4.93262,Entire home/apt,275,28,40,2022-07-24,0.33,1,3,2,0363 528E 3889 FA20 43A1
664697,Design Waterfront flat near station,1406783,Alicia,,Oud-Noord,52.38537,4.90241,Entire home/apt,87,30,63,2018-06-30,0.51,2,322,0,Exempt
446999,Guestroom VONDELPARK AMSTERDAM,2064560,Har,,De Baarsjes - Oud-West,52.35927,4.86529,Private room,96,4,347,2022-11-17,2.81,2,7,19,03632826293cae5b9570
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,,Centrum-Oost,52.37006,4.90081,Entire home/apt,275,3,141,2022-11-21,1.14,2,122,52,0363 DB37 0A9B 68B2 4474
462341,Central 17th Century Unique House,2297302,Milen & Joes,,Centrum-West,52.3739,4.89263,Entire home/apt,228,4,38,2022-08-16,0.41,1,0,3,0363 C83F 9271 BA8F 23ED
964986,"Space, glass floors & roof terrace",2633774,Daniel,,De Pijp - Rivierenbuurt,52.35531,4.90333,Entire home/apt,355,5,32,2022-09-10,0.27,1,95,5,0363 7961 2CFF 0F2D 0125
481664,Live the life of A'dam on water!,1382273,Eltjo,,Westerpark,52.39134,4.89067,Private room,105,2,506,2022-11-18,4.66,1,227,60,0363FF789E4208718D0D
483779,Spacious studio apartment in A'dam,2395278,Alex,,Slotervaart,52.3509,4.83293,Private room,100,2,37,2017-10-22,0.50,1,0,0,0363 0306 F66C F808 A78D
494433,Clean & Cozy Apartment in The Baarsjes!,907405,Yahav,,De Baarsjes - Oud-West,52.36812,4.85422,Entire home/apt,160,1,31,2022-10-01,0.25,2,0,7,0363 7C68 38F7 176D 8CDF
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,,Noord-West,52.41878,4.89397,Entire home/apt,146,5,25,2022-11-02,0.22,1,358,9,0363 1466 FFED D078 9856
679838,Penthouse with roof terrace in Amsterdam centrum,22642887,Marianne,,Centrum-Oost,52.36716,4.90462,Entire home/apt,550,2,56,2022-07-29,0.55,2,0,4,0363 0B70 756D 626C F77C
683431,Nice Room near to RAI and downtown,2309485,Ned,,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,72,1,558,2022-12-04,5.49,1,38,94,0363 0BD4 E0F6 EDD1 59C7
685990,Room privacy near centre Amsterdam,3498674,Nadia,,Geuzenveld - Slotermeer,52.38296,4.83786,Private room,73,4,341,2022-11-28,2.74,2,346,38,0363 E7AB 3034 7C9C 1348
495862,2 floor garden facing Vondelpark,2449055,Eddy,,De Baarsjes - Oud-West,52.36168,4.8732,Entire home/apt,600,3,16,2019-08-22,0.14,1,108,0,0363BF1391F5D189CF11
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,,Zuid,52.3543,4.87701,Entire home/apt,120,5,11,2019-07-28,0.10,1,0,0,0363 E959 5BC3 BBA6 1C6E
